Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Class Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Class Revenue
International,3/23/23,89,23889,ELP,Tokyo Haneda Airport,15966,HND,3933,851,8:25 AM,725,14,true,5322,-16,4:30 AM,3/23/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,164,89,13,El Paso International Airport,62,Tokyo,4387,0,1,0,0,3947,0
International,3/23/23,81,23090,ELP,Tokyo Haneda Airport,15966,HND,4551,1345,12:10 PM,725,14,true,5322,-16,8:15 AM,3/23/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,135,90,11,El Paso International Airport,43,Tokyo,5676,0,9,11,0,41085,14949
Domestic,3/24/23,81,23191,DFW,El Paso International Airport,1102,ELP,664,355,5:30 AM,94,0,false,551,1,8:04 AM,3/24/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,127,91,9,Dallas/Ft. Worth International Airport,37,El Paso,2852,0,7,4,0,4648,1420
Domestic,3/24/23,54,23292,DFW,El Paso International Airport,1102,ELP,611,484,8:25 AM,94,0,false,551,1,10:59 AM,3/24/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,111,92,14,Dallas/Ft. Worth International Airport,43,El Paso,3390,0,11,31,0,6721,15004
Domestic,3/24/23,62,23393,DFW,El Paso International Airport,1102,ELP,715,375,12:10 PM,94,0,false,551,1,2:44 PM,3/24/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,117,93,6,Dallas/Ft. Worth International Airport,49,El Paso,3121,2,8,28,6242,5720,10500
Domestic,3/24/23,90,23494,ELP,Dallas/Ft. Worth International Airport,1102,DFW,668,348,5:30 AM,94,0,true,551,-1,6:04 AM,3/24/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,147,94,15,El Paso International Airport,42,Dallas,2265,0,2,4,0,1336,1392
Domestic,3/24/23,84,23595,ELP,Dallas/Ft. Worth International Airport,1102,DFW,633,429,8:25 AM,94,0,true,551,-1,8:59 AM,3/24/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,126,95,8,El Paso International Airport,34,Dallas,1758,0,12,6,0,7596,2574
Domestic,3/24/23,94,23696,ELP,Dallas/Ft. Worth International Airport,1102,DFW,947,406,12:10 PM,94,0,true,551,-1,12:44 PM,3/24/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,145,96,8,El Paso International Airport,43,Dallas,1870,4,3,4,7480,2841,1624
Domestic,3/24/23,65,23797,LAX,El Paso International Airport,1428,ELP,764,455,5:30 AM,113,0,false,714,-1,6:23 AM,3/24/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,134,97,12,Los Angeles International Airport,57,El Paso,3090,1,0,21,3090,0,9555
Domestic,3/24/23,96,23898,LAX,El Paso International Airport,1428,ELP,625,198,8:25 AM,113,0,false,714,-1,9:18 AM,3/24/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,144,98,15,Los Angeles International Airport,33,El Paso,3387,0,8,4,0,5000,792
Domestic,3/24/23,87,23099,LAX,El Paso International Airport,1428,ELP,857,529,12:10 PM,113,0,false,714,-1,1:03 PM,3/24/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,134,99,14,Los Angeles International Airport,33,El Paso,2260,0,15,0,0,12855,0
Domestic,3/24/23,98,231100,ELP,Los Angeles International Airport,1428,LAX,747,373,5:30 AM,113,0,true,714,1,8:23 AM,3/24/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,147,100,12,El Paso International Airport,37,Los Angeles,3339,1,21,3,3339,15687,1119
Domestic,3/24/23,75,232101,ELP,Los Angeles International Airport,1428,LAX,808,534,8:25 AM,113,0,true,714,1,11:18 AM,3/24/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,140,101,8,El Paso International Airport,57,Los Angeles,1260,2,7,11,2520,5656,5874
Domestic,3/24/23,80,233102,ELP,Los Angeles International Airport,1428,LAX,842,242,12:10 PM,113,0,true,714,1,3:03 PM,3/24/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,141,102,10,El Paso International Airport,51,Los Angeles,2709,0,9,24,0,7578,5808
Domestic,3/24/23,63,234103,ORD,El Paso International Airport,2470,ELP,632,455,5:30 AM,176,0,false,1235,1,9:26 AM,3/24/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,127,103,15,Chicago International Airport,49,El Paso,2996,0,12,34,0,7584,15470
Domestic,3/24/23,76,235104,ORD,El Paso International Airport,2470,ELP,644,362,8:25 AM,176,0,false,1235,1,12:21 PM,3/24/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,105,104,2,Chicago International Airport,27,El Paso,1787,7,16,25,12509,10304,9050
Domestic,3/24/23,61,236105,ORD,El Paso International Airport,2470,ELP,688,464,12:10 PM,176,0,false,1235,1,4:06 PM,3/24/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,106,105,13,Chicago International Airport,32,El Paso,2900,0,19,32,0,13072,14848
Domestic,3/24/23,93,237106,ELP,Chicago International Airport,2470,ORD,946,471,5:30 AM,176,0,true,1235,-1,7:26 AM,3/24/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,152,106,9,El Paso International Airport,50,Chicago,3468,0,6,11,0,5676,5181
Domestic,3/24/23,92,238107,ELP,Chicago International Airport,2470,ORD,746,434,8:25 AM,176,0,true,1235,-1,10:21 AM,3/24/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,163,107,9,El Paso International Airport,62,Chicago,1476,0,2,6,0,1492,2604
Domestic,3/24/23,91,230108,ELP,Chicago International Airport,2470,ORD,801,175,12:10 PM,176,0,true,1235,-1,2:06 PM,3/24/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,138,108,11,El Paso International Airport,36,Chicago,3088,0,12,11,0,9612,1925
Domestic,3/24/23,85,231109,ATL,El Paso International Airport,2560,ELP,665,205,5:30 AM,181,0,false,1280,2,10:31 AM,3/24/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,151,109,5,Hartsfield-Jackson Atlanta International Airport,61,El Paso,1294,8,0,16,10352,0,3280
Domestic,3/24/23,80,232110,ATL,El Paso International Airport,2560,ELP,1173,197,8:25 AM,181,0,false,1280,2,1:26 PM,3/24/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,135,110,5,Hartsfield-Jackson Atlanta International Airport,50,El Paso,3005,3,1,23,9015,1173,4531
Domestic,3/24/23,68,233111,ATL,El Paso International Airport,2560,ELP,667,422,12:10 PM,181,0,false,1280,2,5:11 PM,3/24/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,142,111,15,Hartsfield-Jackson Atlanta International Airport,59,El Paso,1310,0,1,33,0,667,13926
Domestic,3/24/23,87,234112,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1045,516,5:30 AM,181,0,true,1280,-2,6:31 AM,3/24/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,139,112,13,El Paso International Airport,39,Atlanta,2762,0,16,15,0,16720,7740
Domestic,3/24/23,70,235113,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1047,409,8:25 AM,181,0,true,1280,-2,9:26 AM,3/24/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,98,113,11,El Paso International Airport,17,Atlanta,3173,0,27,26,0,28269,10634
Domestic,3/24/23,72,236114,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,728,250,12:10 PM,181,0,true,1280,-2,1:11 PM,3/24/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,121,114,12,El Paso International Airport,37,Atlanta,1457,1,14,20,1457,10192,5000
Domestic,3/24/23,66,237115,JFK,El Paso International Airport,3806,ELP,855,183,5:30 AM,256,0,false,1903,2,11:46 AM,3/24/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,106,115,8,John F. Kennedy International Airport,32,El Paso,2183,0,12,23,0,10260,4209
Domestic,3/24/23,77,238116,JFK,El Paso International Airport,3806,ELP,1008,364,8:25 AM,256,0,false,1903,2,2:41 PM,3/24/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,130,116,9,John F. Kennedy International Airport,44,El Paso,2193,0,18,16,0,18144,5824
Domestic,3/24/23,79,230117,JFK,El Paso International Airport,3806,ELP,886,520,12:10 PM,256,0,false,1903,2,6:26 PM,3/24/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,143,117,13,John F. Kennedy International Airport,51,El Paso,2530,0,4,7,0,3544,3640
Domestic,3/24/23,80,231118,ELP,John F. Kennedy International Airport,3806,JFK,639,175,5:30 AM,256,0,true,1903,-2,7:46 AM,3/24/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,127,118,7,El Paso International Airport,40,New York,1494,2,7,11,2988,4473,1925
Domestic,3/24/23,61,232119,ELP,John F. Kennedy International Airport,3806,JFK,904,150,8:25 AM,256,0,true,1903,-2,10:41 AM,3/24/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,133,119,13,El Paso International Airport,59,New York,3401,0,1,36,0,904,5400
Domestic,3/24/23,83,233120,ELP,John F. Kennedy International Airport,3806,JFK,665,255,12:10 PM,256,0,true,1903,-2,2:26 PM,3/24/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,145,120,11,El Paso International Airport,51,New York,2794,0,8,15,0,5320,3825
Domestic,3/24/23,93,234121,BOS,El Paso International Airport,4128,ELP,810,375,5:30 AM,275,0,false,2064,2,12:05 PM,3/24/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,135,121,10,Boston Logan International Airport,32,El Paso,1494,3,8,9,4482,6480,3375
Domestic,3/24/23,90,235122,BOS,El Paso International Airport,4128,ELP,1116,385,8:25 AM,275,0,false,2064,2,3:00 PM,3/24/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,162,122,13,Boston Logan International Airport,59,El Paso,2375,1,0,11,2375,0,4235
Domestic,3/24/23,97,236123,BOS,El Paso International Airport,4128,ELP,1181,414,12:10 PM,275,0,false,2064,2,6:45 PM,3/24/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,163,123,9,Boston Logan International Airport,57,El Paso,2771,2,6,3,5542,7086,1242
Domestic,3/24/23,73,237124,ELP,Logan International Airport,4128,BOS,1000,476,5:30 AM,275,0,true,2064,2,12:05 PM,3/24/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,123,124,10,El Paso International Airport,40,Boston,2141,4,14,16,8564,14000,7616
Domestic,3/24/23,77,238125,ELP,Logan International Airport,4128,BOS,903,307,8:25 AM,275,0,true,2064,2,3:00 PM,3/24/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,132,125,10,El Paso International Airport,45,Boston,2557,3,7,20,7671,6321,6140
Domestic,3/24/23,78,230126,ELP,Logan International Airport,4128,BOS,1184,494,12:10 PM,275,0,true,2064,2,6:45 PM,3/24/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,134,126,15,El Paso International Airport,41,Boston,2254,0,8,16,0,9472,7904
Domestic,3/24/23,85,231127,LAS,El Paso International Airport,1164,ELP,738,491,5:30 AM,97,0,false,582,-1,6:07 AM,3/24/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,130,127,9,Harry Reid International Airport,36,El Paso,2982,0,15,11,0,11070,5401
Domestic,3/24/23,60,232128,LAS,El Paso International Airport,1164,ELP,841,212,8:25 AM,97,0,false,582,-1,9:02 AM,3/24/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,120,128,15,Harry Reid International Airport,45,El Paso,2068,0,6,31,0,5046,6572
Domestic,3/24/23,83,233129,LAS,El Paso International Airport,1164,ELP,1181,334,12:10 PM,97,0,false,582,-1,12:47 PM,3/24/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,154,129,12,Harry Reid International Airport,59,El Paso,1417,0,3,6,0,3543,2004
Domestic,3/24/23,77,234130,ELP,Harry Reid International Airport,1164,LAS,605,436,5:30 AM,97,0,true,582,1,8:07 AM,3/24/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,124,130,11,El Paso International Airport,36,Las Vegas,1334,0,19,27,0,11495,11772
Domestic,3/24/23,95,235131,ELP,Harry Reid International Airport,1164,LAS,838,236,8:25 AM,97,0,true,582,1,11:02 AM,3/24/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,135,131,9,El Paso International Airport,31,Las Vegas,1824,0,32,7,0,26816,1652
Domestic,3/24/23,79,236132,ELP,Harry Reid International Airport,1164,LAS,1158,427,12:10 PM,97,0,true,582,1,2:47 PM,3/24/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,126,132,13,El Paso International Airport,34,Las Vegas,2314,1,25,13,2314,28950,5551
International,3/24/23,91,237133,LHR,El Paso International Airport,15444,ELP,3718,1190,5:30 AM,645,13,false,5148,7,11:15 PM,3/24/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,155,133,15,Heathrow Airport,49,El Paso,5158,0,1,1,0,3731,1203
International,3/25/23,98,238134,LHR,El Paso International Airport,15444,ELP,5043,1152,8:25 AM,645,13,false,5148,7,2:10 AM,3/24/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,165,134,12,Heathrow Airport,55,El Paso,10288,0,0,1,0,0,1165
International,3/25/23,93,230135,LHR,El Paso International Airport,15444,ELP,4940,799,12:10 PM,645,13,false,5148,7,5:55 AM,3/24/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,163,135,10,Heathrow Airport,60,El Paso,9754,0,0,4,0,0,3248
International,3/24/23,70,231136,ELP,Heathrow Airport,15444,LHR,3417,1337,5:30 AM,645,13,false,5148,-7,9:15 AM,3/24/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,139,136,9,El Paso International Airport,60,London,11274,0,0,15,0,0,20250
International,3/24/23,92,232137,ELP,Heathrow Airport,15444,LHR,4266,1363,8:25 AM,645,13,false,5148,-7,12:10 PM,3/24/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,144,137,9,El Paso International Airport,43,London,10503,0,2,9,0,8558,12384
International,3/24/23,71,233138,ELP,Heathrow Airport,15444,LHR,4941,795,12:10 PM,645,13,false,5148,-7,3:55 PM,3/24/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,115,138,9,El Paso International Airport,35,London,6538,0,8,18,0,39632,14544
International,3/24/23,85,234139,MEX,Abraham Gonzalez International Airport,2871,CJS,3092,761,5:30 AM,142,3,false,957,1,8:52 AM,3/24/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,152,139,11,Aeropuerto Internacional Benito Juarez,56,Juarez,5249,0,0,14,0,0,10696
International,3/24/23,92,235140,MEX,Abraham Gonzalez International Airport,2871,CJS,4139,1137,8:25 AM,142,3,false,957,1,11:47 AM,3/24/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,161,140,14,Aeropuerto Internacional Benito Juarez,55,Juarez,8470,0,0,0,0,0,0
International,3/24/23,86,236141,MEX,Abraham Gonzalez International Airport,2871,CJS,3058,1176,12:10 PM,142,3,false,957,1,3:32 PM,3/24/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,150,141,11,Aeropuerto Internacional Benito Juarez,53,Juarez,3835,2,0,9,7676,0,10611
International,3/24/23,94,237142,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4681,936,5:30 AM,142,3,false,957,-1,6:52 AM,3/24/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,157,142,11,Abraham Gonzalez International Airport,52,Ciudad de Mexico,5956,0,9,8,0,42156,7512
International,3/24/23,78,238143,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4676,1336,8:25 AM,142,3,false,957,-1,9:47 AM,3/24/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,143,143,13,Abraham Gonzalez International Airport,52,Ciudad de Mexico,7901,0,0,13,0,0,17407
International,3/24/23,78,230144,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,2953,1022,12:10 PM,142,3,false,957,-1,1:32 PM,3/24/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,130,144,9,Abraham Gonzalez International Airport,43,Ciudad de Mexico,8426,0,5,14,0,14780,14350
Domestic,3/24/23,72,231145,LAX,Orlando International Airport,3854,ORL,1042,296,5:30 AM,281,0,true,1927,-3,7:11 AM,3/24/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,134,145,7,Los Angeles International Airport,55,Orlando,1395,1,0,14,1395,0,4144
Domestic,3/24/23,63,232146,LAX,Orlando International Airport,3854,ORL,736,278,8:25 AM,281,0,true,1927,-3,10:06 AM,3/24/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,90,146,11,Los Angeles International Airport,16,Orlando,1907,0,24,24,0,17664,6672
Domestic,3/24/23,78,233147,LAX,Orlando International Airport,3854,ORL,1131,254,12:10 PM,281,0,true,1927,-3,1:51 PM,3/24/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,130,147,11,Los Angeles International Airport,41,Orlando,3040,4,19,20,12160,21489,5080
Domestic,3/24/23,76,234148,ORL,Los Angeles International Airport,3854,LAX,938,454,5:30 AM,281,0,true,1927,3,1:11 PM,3/24/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,117,148,9,Orlando International Airport,32,Los Angeles,1631,2,18,11,3262,16884,4994
Domestic,3/24/23,89,235149,ORL,Los Angeles International Airport,3854,LAX,820,267,8:25 AM,281,0,true,1927,3,4:06 PM,3/24/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,142,149,9,Orlando International Airport,44,Los Angeles,1372,1,17,10,1372,13940,2670
Domestic,3/24/23,76,236150,ORL,Los Angeles International Airport,3854,LAX,1106,180,12:10 PM,281,0,true,1927,3,7:51 PM,3/24/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,138,150,12,Orlando International Airport,50,Los Angeles,2319,0,6,14,0,6636,2520
Domestic,3/24/23,81,237151,LAX,Logan International Airport,4538,BOS,649,386,5:30 AM,326,0,true,2269,-3,7:56 AM,3/24/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,138,151,14,Los Angeles International Airport,43,Boston,2565,1,13,16,2565,8437,6176
Domestic,3/24/23,74,238152,LAX,Logan International Airport,4538,BOS,990,330,8:25 AM,326,0,true,2269,-3,10:51 AM,3/24/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,116,152,8,Los Angeles International Airport,34,Boston,2696,1,17,24,2696,16830,7920
Domestic,3/24/23,48,230153,LAX,Logan International Airport,4538,BOS,1134,293,12:10 PM,326,0,true,2269,-3,2:36 PM,3/24/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,102,153,12,Los Angeles International Airport,42,Boston,3138,0,12,37,0,13608,10841
Domestic,3/24/23,64,231154,BOS,Los Angeles International Airport,4538,LAX,954,513,5:30 AM,326,0,true,2269,3,1:56 PM,3/24/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,105,154,9,Boston Logan International Airport,32,Los Angeles,1324,6,11,23,7944,10494,11799
Domestic,3/24/23,87,232155,BOS,Los Angeles International Airport,4538,LAX,1112,429,8:25 AM,326,0,true,2269,3,4:51 PM,3/24/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,136,155,10,Boston Logan International Airport,39,Los Angeles,2404,0,4,14,0,4448,6006
Domestic,3/24/23,72,233156,BOS,Los Angeles International Airport,4538,LAX,862,494,12:10 PM,326,0,true,2269,3,8:36 PM,3/24/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,144,156,15,Boston Logan International Airport,57,Los Angeles,1377,0,3,15,0,2586,7410
International,3/24/23,83,234157,CUN,El Paso International Airport,3687,ELP,4056,1221,5:30 AM,190,4,false,1229,2,10:40 AM,3/24/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,158,157,11,Cancun International Airport,64,El Paso,8723,0,0,21,0,0,25725
International,3/24/23,83,235158,CUN,El Paso International Airport,3687,ELP,5196,974,8:25 AM,190,4,false,1229,2,1:35 PM,3/24/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,155,158,11,Cancun International Airport,61,El Paso,10006,0,0,21,0,0,20538
